clean_tweet,Compound_Score,Sentiments
"Jika ingin menyaksikan setiap pertandingan saat Indonesia menjadi tuan rumah Piala Dunia U-20, Anda bisa mengecek jadwal lengkapnya

#IndonesiaSiapU20 https://t.co/8q9xPtLsRX",0.0772,Positif
"Ya, seharusnya perhelatan Piala Dunia U-20 diadakan pada tahun 2021 silam, namun karena pandemi, FIFA menundanya, dan baru akan diadakan kembali pada tahun 2023 dengan Indonesia sebagai tuan rumah perhelatan ini. #IndonesiaSiapU20",-0.09,Negatif
"Hayo, ada yang tau ada berapa negara yang mengikuti Piala Dunia U-20 tahun ini? Indonesia pasti lolos sebagai tuan rumah
#IndonesiaSiapU20",0.4019,Positif
"Persiapan Indonesia sebagai tuan rumah perlu kita apresiasi, gan! Ketua Umum PSSI Erick Thohir mengungkapkan Indonesia akan menyajikan Piala Dunia U-20 yang berbeda dibandingkan kejuaraan serupa sebelumnya. #IndonesiaSiapU20",0.7345,Positif
"Sebenarnya Piala Dunia U-20 biasanya diadakan setiap dua tahun sekali, namun karena pandemi Covid-19 ditunda dan baru sekarang diadakan lagi dengan menunjuk Indonesia sebagai tuan rumah acara tersebut. #IndonesiaSiapU20 https://t.co/AGj4F3Dvjd",-0.296,Negatif
"Ingat, Piala Dunia U-20 2023 akan dimulai pada 20 Mei 2023.

Tuan rumah
#IndonesiaSiapU20",0.0,Netral
"Padahal, Indonesia akan menggelar Piala Dunia U-20 pada 2021. Namun, pada 24 Desember 2020, FIFA mengumumkan turnamen edisi 2021 itu dibatalkan karena pandemi COVID-19. Tapi tetap saja Indonesia menjadi tuan rumah #IndonesiaSiapU20",0.0,Netral
"Saya sangat bangga karena FIFA benar-benar mendesain logonya secara total sesuai dengan karakteristik dan keunikan Indonesia sebagai tuan rumah Piala Dunia U-20.
#IndonesiaSiapU20 https://t.co/FqA9beAB6Y",0.5256,Positif
"Btw, ini logo piala dunia u-20 gaes. Sehingga disematkan mahkota yang mewakili kegemaran global terhadap permainan sepak bola di berbagai benua. Kemudian FIFA juga menyebut logo tersebut terinspirasi dari kekayaan alam dan budaya Indonesia.
Tuan rumah #IndonesiaSiapU20 https://t.co/dS6L7RNKK6",0.8979,Positif
"Nah, ini dia jadwal piala dunia U-20 guys. Bersiaplah untuk bulan Mei untuk kami

Ayo, siap-siap menjadi tuan rumah
#IndonesiaSiapU20 https://t.co/YhSQIT2vRV",0.6124,Positif
"Nah, sebelumnya kamu bisa menyaksikan pengundian grup di Bali sebagai bagian dari Host Piala Dunia U-20.

Apakah Anda ingin pergi ke Bali atau tidak?

#IndonesiaSiapU20 https://t.co/w5jFKZ0Fzc",0.34,Positif
"Presiden meminta langsung agenda pembukaan Piala Dunia U-20 karena Indonesia sebagai tuan rumah. Presiden FIFA Gianni Infantino menyetujuinya. Pemerintah menunjuk mantan Wishnutama Kusubandio sebagai penanggung jawab upacara pembukaan.

#IndonesiaSiapU20 https://t.co/12kiOZW9qT",0.4215,Positif
"Indonesia harus menjadi tuan rumah piala dunia U-20 ini pada tahun 2021, gaes. Tapi sebelumnya masih pandemi, jadi ditunda.

#IndonesiaSiapU20 https://t.co/9Q2a8dXPJL",-0.3809,Negatif
"Now the 6 cities where the 2023 U-20 World Cup will be held are Palembang, Jakarta, Bandung, Surakarta, Surabaya and Bali.

Host
#IndonesiaReadyU20",0.0,Netral
"Dan ini adalah pertama kalinya Indonesia menjadi tuan rumah turnamen FIFA ini, atau bisa dibilang, Indonesia menjadi tuan rumah Piala Dunia U-20 kedua yang dimainkan di Asia Tenggara setelah sebelumnya Malaysia pada tahun 1997.
#IndonesiaSiapU20",0.34,Positif
"Jadi, sebelum bertanding, setiap negara harus mengikuti kualifikasi konfederasi masing-masing agar bisa mengikuti FIFA U-20 World Cup ini.

#IndonesiaSiapU20 dan menjadi tuan rumah",0.4215,Positif
"Untuk pertama kalinya Indonesia menjadi tuan rumah event resmi FIFA dan juga Piala Dunia U-20 kedua yang diselenggarakan di Asia Tenggara setelah di Malaysia pada tahun 1997.

#IndonesiaSiapU20",0.0,Netral
"Piala Dunia U-20 2023 akan berlangsung pada 20 Mei-11 Juni 2023. Pertandingan dalam turnamen tersebut akan digelar di enam stadion yang tersebar di berbagai daerah di Indonesia.
Tuan rumah #IndonesiaSiapU20",0.0,Netral
"Piala Dunia U-20 adalah kejuaraan sepak bola resmi yang diadakan oleh FIFA setiap dua tahun sekali. Acara sekeren ini, Indonesia tuan rumahnya 👍
#IndonesiaSiapU20",0.6369,Positif
"Pasalnya, Indonesia sebagai tuan rumah otomatis lolos ke Piala Dunia FIFA U-20. Maka dari itu talenta-talenta terbaik sepak bola siap mencuri panggung saat Piala Dunia U-20 2023 digelar
#IndonesiaSiapU20",0.7579,Positif
Rencananya perhelatan FIFA U-20 World Cup tahun ini akan digelar di Indonesia sebagai Tuan Rumah yang akan berlangsung pada 20 Mei hingga 11 Juni 2023. #IndonesiaSiapU20 https://t.co/BwMiFT7V3p,0.0,Netral
"Lantas kapan pertandingan resmi Piala Dunia U-20? Berikut infonya baik-baik, dan kami mendukung Indonesia untuk siap menjadi tuan rumah
#IndonesiaSiapU20 https://t.co/klDiTlNHS6",0.6908,Positif
"Menurut Anda, jika kita menjadi tuan rumah Piala Dunia U-20, apakah akan menguntungkan berbagai sektor atau tidak?
#IndonesiaSiapU20",0.4588,Positif
"Tak hanya itu, stadion lain yang menjadi tuan rumah Piala Dunia U-20, Gelora Bung Karno, Si Jalak Harupat di Jawa Barat, Manahan Solo di Jawa Tengah, Jakabaring di Sumsel, dan Kapten I Wayan Dipta di Bali juga diperbaiki. menurut catatan FIFA. Tuan rumah #IndonesiaSiapU20",0.0,Netral
"Lanjutkan, oke? Perbedaan kedua adalah agenda pembukaan dan penutupan. Piala Dunia U-20 di Indonesia pertama kali menggelar upacara pembukaan atau opening ceremony. Upacara ini belum pernah dilakukan sebelumnya.
#IndonesiaSiapU20 menjadi tuan rumah",0.0,Netral
"Sambut Piala Dunia U-20 2023, Menpora Amali Berharap Masyarakat Indonesia Bisa Menjadi Tuan Rumah Ramah...

#IndonesiaSiapU20 https://t.co/Ml9ZsiOXMR",0.836,Positif
"Bakat-bakat terbaik sepak bola siap naik panggung karena Piala Dunia U-20 2023 akan digelar di Indonesia.
Tuan rumah #IndonesiaSiapU20",0.8658,Positif
"Jadi jika kita berbicara tentang sepak bola, maka bulan Maret besok di Bali akan ada pengundian grup untuk acara Piala Dunia U-20 di Taman Werdhi Budaya Art Center Bali.. Ayo ke Bali..
Tuan rumah
#IndonesiaSiapU20 https://t.co/ZnZ5gNJkmn",0.0,Netral
"Tapi ya perlu disadari tweeps, menyelenggarakan Piala Dunia U-20 akan sukses jika semua pihak bahu-membahu menjadikan Indonesia sebagai tuan rumah.

#IndonesiaSiapU20",0.9711,Positif
"Jadi ini pertama kalinya Indonesia menjadi tuan rumah Piala Dunia U-20.

Saya pesimis dengan kegaduhan saat itu https://t.co/HUPKMuYtKD semoga bisa mengembalikan kepercayaan saya kepada sepak bola Indonesia.

Tuan rumah
#IndonesiaSiapU20 https://t.co/qN79DtMllZ",0.5719,Positif
"Logo Piala Dunia U-20 ternyata terinspirasi dari kekayaan alam dan budaya Indonesia, sehingga terdiri dari banyak warna ceria.
Tuan rumah
#IndonesiaSiapU20 https://t.co/l1xC4SMGFp",0.9118,Positif
"Ada 24 negara yang akan mengikuti putaran final Piala Dunia U-20 2023.

#IndonesiaSiapU20
Tuan rumah
hailey https://t.co/RpDAtz9QkH",0.0,Netral
"Menpora Zainudin Amali mengatakan nantinya parade trofi Piala Dunia U-20 2023 tidak hanya berlangsung di 6 kota tetapi juga di Papua.

Tuan rumah
#IndonesiaSiapU20",0.0,Netral
"Ia mengatakan perwakilan FIFA juga sudah datang dan mengecek kesiapan Piala Dunia U-20. Biarkan berjalan sesuai dengan rencana yang telah disusun.

#IndonesiaSiapU20
Tuan rumah",0.4404,Positif
"Fyi, sebenarnya FIFA U-20 World Cup ini dulunya bernama FIFA Youth World Cup, dan biasanya diadakan setiap 2 tahun sekali

#IndonesiaSiapU20 dan menjadi tuan rumah",0.2023,Positif
"Selengkapnya bisa dibaca disini juga tweeps 🙏 Indonesia as
Tuan rumah Piala Dunia U-20

#IndonesiaSiapU20

https://t.co/lopuLWrErK",0.0,Netral
"Sobat, tahukah Indonesia akan menjadi tuan rumah Piala Dunia U-20 tahun 2023?

Tuan rumah
#IndonesiaSiapU20",0.4767,Positif
"Alhamdulillah Indonesia terpilih menjadi tuan rumah Piala Dunia U-20
Teja 👍

#IndonesiaSiapU20
Tuan rumah https://t.co/3lA7pAFIHn",0.5574,Positif
"Ada yang tahu kenapa trofi Piala Dunia U-20 menggunakan empat warna di atas?
Tentu masih ada kaitannya dengan Indonesia sebagai tuan rumah
#IndonesiaSiapU20",0.0,Netral
"sebenarnya..Indonesia akan menggelar Piala Dunia U-20 pada tahun 2021. Namun, 24 Desember 2020, FIFA mengumumkan bahwa turnamen edisi 2021 dibatalkan karena pandemi COVID-19. Meski begitu, Indonesia kembali ditunjuk sebagai tuan rumah untuk edisi berikutnya di tahun 2023.",0.0,Netral
"Kepercayaan untuk menggelar event internasional kembali dipercaya, kini Indonesia dipercaya menjadi tuan rumah Piala Dunia U-20

#IndonesiaSiapU20 https://t.co/ZFyjhwIIkf",0.8591,Positif
"FIFA secara resmi meluncurkan Logo Piala Dunia U-20, dan peluncurannya bertepatan dengan hari ulang tahun Indonesia yang ke-77 tahun 2022.

#IndonesiaSiapU20
Tuan rumah https://t.co/uVOIz4ERuP",0.128,Positif
"Berikut jadwal pertandingan FIFA U-20 World Cup

Tuan rumah
#IndonesiaSiapU20 https://t.co/AR94yvgf4U",0.0,Netral
"The U-20 World Cup for Indonesia took place in 6 cities on 3 islands: GBK Jkt Main Stadium, Si Jalak Harupat Stadium Bandung, Manahan Solo Stadium, Gelora Bung Tomo Stadium Surabaya, Palembang Sriwijaya Stadium, Kapt I Wayan Dipta Stadium Bali.
#IndonesiaSiapU20 to host https://t.co/9ZF9sBdAX8",0.0,Netral
"Tim FIFA pun melihat secara detail bagaimana persiapan kami, mulai dari venue, sarana prasarana, termasuk kesiapan para relawan dalam membantu suksesnya penyelenggaraan Piala Dunia U-20 di Indonesia.
#IndonesiaSiapU20 dan tuan rumah https://t.co/zswh7LixqG",0.7845,Positif
"For those of you in Palembang, Jakarta, Bandung, Bali, Surakarta and Surabaya, be a good host, OK? U-20 World Cup participants will see you as a representative of Indonesia
#IndonesiaReadyU20",0.4404,Positif
"Berikut jadwal dan sistem pertandingan Piala Dunia U-20 guys

#IndonesiaSiapU20
Tuan rumah https://t.co/FAWi9Cvy3M",0.0,Netral
"Cuzz ke Bali bestie
Mari kita lihat undian grup Piala Dunia U-20 nanti
Simpan 31 Maret 📝
Mari kita semua sembuh dengan Ayank 😁

Tuan rumah
#IndonesiaSiapU20 https://t.co/JIuWchhjai",0.7351,Positif
"Mantap,,, Setelah PSSI dirombak Pak Erick Thohir 👍

#IndonesiaSiapU20
Tuan rumah Piala Dunia U-20 https://t.co/kaskMLcSgw",0.6249,Positif
"Bestie....FIFA secara resmi meluncurkan Logo Piala Dunia U-20, dan peluncurannya bertepatan dengan Hari Kemerdekaan Indonesia ke-77 tahun 2022.

#IndonesiaSiapU20
Tuan rumah https://t.co/kTNPc8l2HC",0.128,Positif
"Tak Ada Suporter Bikin Geger di Piala Dunia U-20

#IndonesiaSiapU20
Tuan rumah https://t.co/pouBwahuFg",-0.3412,Negatif
"Apalagi untuk kesiapan kita menjadi tuan rumah Piala Dunia U-20, FIFA juga akan memantau dan mendapat sidak langsung. Semua catatan dan masukan dari tim FIFA sudah diperbaiki
#IndonesiaSiapU20 https://t.co/sXyFv6fsOu",0.25,Positif
Kedatangan FIFA Match Director Jaime Yarza saat itu juga meninjau kesiapan stadion yang akan menjadi salah satu venue piala dunia U-20 itu. Kami siap menjadi tuan rumah #IndonesiaSiapU20 https://t.co/dne0JCPI1Y,0.5423,Positif
"Kesuksesan kami sebagai tuan rumah tidak akan luput dari bantuan para relawan dan semua pihak yang telah membantu dan Piala Dunia U-20.
#IndonesiaSiapU20",0.7506,Positif
"Rencananya, Piala Dunia U-20 digelar mulai 20 Mei hingga 11 Juni 2022.

Dan, event ini merupakan turnamen FIFA pertama yang diadakan di Indonesia,

Jadi,,, kita harus menyambutnya dengan meriah dan semangat ya tweeps

Tuan rumah #IndonesiaSiapU20 https://t.co/7XDQt7Nz7c",0.9136,Positif
"Untuk pertama kalinya Indonesia menjadi tuan rumah ajang resmi FIFA dan juga Piala Dunia U-20 kedua yang diselenggarakan di Asia Tenggara setelah Malaysia pada tahun 1997,",0.0,Netral
Berikut 6 stadion yang akan digunakan untuk Piala Dunia U-20 nanti sebagai tuan rumah #IndonesiaSiapU20 https://t.co/kvFuLVXuOG,0.0,Netral
"#IndonesiaSiapU20
Tuan rumah Piala Dunia U-20
Info Bola Senin 👍 https://t.co/zB0Y6G5BtY",0.0,Netral
Bakat-bakat terbaik di bidang sepakbola berlaga di Piala Dunia U20. Indonesia yang menjadi tuan rumah #IndonesiaSiapU20 otomatis lolos ke Piala Dunia U-20 FIFA 2023.,0.802,Positif
FYI Tweps..Piala Dunia FIFA U-20 2023 adalah edisi ke-23 dari turnamen Piala Dunia FIFA U-20 . Turnamen ini akan diselenggarakan di Indonesia sebagai Tuan Rumah mulai tanggal 20 Mei hingga 11 Juni 2023. #IndonesiaSiapU20 https://t.co/wTSZCN0uS2,0.368,Positif
"Seluruh elemen termasuk Pemerintah Indonesia, PSSI dan FIFA U-20 World Cup 2023 Organizing Committee (INAFOC) Indonesia terus bekerja keras agar Piala Dunia U-20 2023 di Indonesia dapat berjalan lancar.
Tuan rumah #IndonesiaSiapU20 https://t.co/so4uq8lh5l",-0.1027,Negatif
"Piala Dunia U-20 Indonesia 2023 yaitu pertandingan ini akan diselenggarakan pada tanggal 20 Mei hingga 11 Juni 2023. Sebagai kompetisi FIFA pertama yang berlangsung di Indonesia, ada 24 negara yang akan bertanding

Tuan rumah harus maksimal!
#IndonesiaSiapU20 https://t.co/XBKL2hXkJt",0.0,Netral
"Percayalah Pemain Indonesia Bisa Membawa Perubahan 👍

#IndonesiaSiapU20
Tuan rumah Piala Dunia U-20 https://t.co/uw2KQIGZmb",0.0,Netral
"Menpora menyebut, semua persiapan Piala Dunia U-20 sudah hampir rampung, terutama infrastruktur dan venue pertandingan.

#IndonesiaSiapU20 dan tuan rumah https://t.co/aEkheayD0c",0.0,Netral
"Selama kejuaraan ini, banyak bintang pemain sepak bola masa depan telah dihasilkan di dunia sepak bola. FIFA U-20 World Cup sejak pertama kali digulirkan & masih bernama FIFA Youth World Championship, telah diikuti oleh 76 negara.
Tuan rumah #IndonesiaSiapU20",0.7003,Positif
"Kejuaraan Piala Dunia U-20 diikuti oleh setiap negara yang mengirimkan tim nasional sepak bola kelompok usia di bawah 20 tahun.

Tuan rumah
#IndonesiaSiapU20",0.4404,Positif
"Yang membuat kita harus mengapresiasi dan menyongsong Piala Dunia U-20 2023 adalah karena Indonesia sebagai tuan rumah.

Jadi,,, kita harus bangga dengan kepercayaan FIFA di tanah air kita, Tweeps

#IndonesiaSiapU20",0.9022,Positif
"Siap Menyambut Piala Dunia U-20 Indonesia Can

#IndonesiaSiapU20
Tuan rumah https://t.co/OYZH5fZue7",0.6705,Positif
"Inilah logo Piala Dunia U-20 yang didominasi warna merah, putih, biru, dan kuning yang membentuk trofi.
Pengumuman tersebut bertepatan dengan Hari Kemerdekaan Indonesia ke-77 tahun 2022

Tuan rumah
#IndonesiaSiapU20 https://t.co/dc8RIHP4YT",0.0,Netral
"Seharusnya Piala Dunia U-20 diadakan setiap 2 tahun sekali, namun hanya terkendala oleh pandemi. Sangat tepat jika pada tahun 2023 Indonesia berpeluang menjadi tuan rumah. Tak terbayangkan betapa hebohnya para atlet #IndonesiaSiapU20 nantinya",0.2837,Positif
"Ada enam stadion yang sudah mendapat persetujuan FIFA untuk menjadi tuan rumah Piala Dunia U-20.

#IndonesiaSiapU20
Tuan rumah
Abby Choi https://t.co/JC46DgBRSE",0.4767,Positif
Kedua negara di atas sudah tidak diragukan lagi kiprahnya di dunia sepakbola dunia. Itu sebabnya Indonesia pesimis terpilih menjadi tuan rumah Piala Dunia #IndonesiaSiapU20.,-0.1002,Negatif
"Ini akan menjadi perhelatan Piala Dunia U-20 kedua di Asia Tenggara setelah edisi 1997 yang digelar di Malaysia.

#IndonesiaSiapU20
Tuan rumah
Hailey https://t.co/NAkiGfO4bA",0.0,Netral
"Sekadar diketahui, pertandingan Piala Dunia U-20 kali ini merupakan edisi ke-23, dan ajang resmi FIFA ini merupakan Piala Dunia U-20 kedua yang digelar di Asia Tenggara.

#IndonesiaSiapU20 dan menjadi tuan rumah",0.2023,Positif
"Nah, karena dua tahun lalu terjadi pandemi, Piala Dunia U-20 tidak digelar

Bisa jadi setelah absen, 2 tahun tanpa piala dunia U-20, kemungkinan akan banyak antusias penonton.

#IndonesiaSiapU20 Host https://t.co/CcrlA19Zrv",0.5719,Positif
"Piala Dunia U-20, juga dikenal sebagai Kejuaraan Dunia U-20 FIFA, adalah turnamen sepak bola internasional untuk pemain di bawah usia 20 tahun. Turnamen ini diadakan setiap 2 tahun sekali oleh FIFA, badan pengatur sepak bola internasional.
#IndonesiaSiapU20 menjadi tuan rumah https://t.co/OsykOncWEd",0.4404,Positif
Indonesia sangat bangga menjadi tuan rumah di tahun 2023 dan nantinya akan menghadirkan Piala Dunia U-20 yang sangat meriah dan tidak akan pernah terlupakan #IndonesiaSiapU20,0.8048,Positif
"Indonesia menjadi negara kedua di Asia Tenggara setelah Malaysia pada tahun 1997 atau negara ketujuh di Asia yang menjadi tuan rumah Piala Dunia U-20

#IndonesiaSiapU20",0.0,Netral
"Ini Momen Penting Indonesia Menjadi Tuan Rumah Piala Dunia U-20, Kenapa Coba?
#IndonesiaSiapU20",0.2023,Positif
"Sebelum bisa mengikuti kejuaraan ini, setiap negara akan mengikuti kualifikasi masing-masing konfederasi untuk bisa mengikuti FIFA U-20 World Cup.

Tuan rumah #IndonesiaSiapU20",0.5228,Positif
"Logo Piala Dunia U-20 terinspirasi dari kekayaan alam dan budaya Indonesia, sehingga banyak warna cerah di dalamnya
#IndonesiaSiapU20
Tuan rumah",0.9001,Positif
"Makanya, karena kita sudah dipercaya untuk menjadi tuan rumah Piala Dunia U-20, sudah sewajarnya kita harus menjadi tuan rumah yang baik, agar acara ini berjalan dengan sukses kedepannya. #IndonesiaSiapU20",0.8555,Positif
"Logo Piala Dunia U-20 Indonesia 2023 juga telah diperkenalkan kepada para pecinta sepak bola di seluruh dunia
#IndonesiaSiapU20
Tuan rumah https://t.co/Ye5c4CFIKg",0.0,Netral
"Nah, berikut bocoran stadion untuk pertandingan Piala Dunia U-20 gaes

Apakah Anda siap menjadi tuan rumah yang manis?
#IndonesiaSiapU20 https://t.co/hg1s9xniMv",0.6705,Positif
"Rencana ini merupakan permintaan Presiden melalui Keppres dan Keppres penyelenggaraan Piala Dunia U-20 2023. Dari Perpres dan Keppres terjadi perubahan pembagian tugas, INAFOC hanya fokus pada pengemasan acara.
#IndonesiaSiapU20 menjadi tuan rumah",0.3818,Positif
"Piala Dunia U-20 atau yang sebelum tahun 2005 disebut FIFA Youth World Cup adalah kejuaraan sepak bola resmi yang diadakan oleh FIFA setiap dua tahun sekali.
Tuan rumah
#IndonesiaSiapU20",0.4404,Positif
"Ayo sibuk

#IndonesiaSiapU20
Tuan rumah Piala Dunia U-20",0.0,Netral
"Sebagai informasi, Indonesia terpilih sebagai tuan rumah Piala Dunia U-20 edisi ke-23 setelah melalui rapat Dewan FIFA di Shanghai, China, pada 24 Oktober 2019.

#IndonesiaSiapU20",0.2023,Positif
"#IndonesiaSiapU20
Tuan rumah Piala Dunia U-20
Siapkan 1500 Relawan 👍 https://t.co/TqNH3MnrQH",0.0,Netral
"Alhamdulillah, Indonesia is the host of the U-20 World Cup

#IndonesiaReadyU20",0.0,Netral
"Gambaran keseruan yang bisa tercipta di event nanti.

Logo Piala Dunia U-20 disematkan mahkota yang mewakili semangat global untuk permainan sepak bola di berbagai benua.

#IndonesiaSiapU20
Tuan rumah https://t.co/XcW8Zfbful",0.802,Positif
"Piala Dunia U-20 sendiri juga banyak diminati, apalagi turnamen ini diadakan setiap 2 tahun sekali untuk pemain timnas yang berusia di bawah 20 tahun. Dan tahun ini Indonesia mendapat kehormatan menjadi tuan rumah #IndonesiaSiapU20 https:// t.co/E2hLaR1MGP",0.7783,Positif
"Gambaran keseruan yang bisa tercipta di event nanti.

Logo Piala Dunia U-20 disematkan mahkota yang mewakili semangat global untuk permainan sepak bola di berbagai benua.

#IndonesiaSiapU20
Tuan rumah https://t.co/1g7cLAjCw9",0.802,Positif
"#IndonesiaSiapU20
Tuan Rumah 6 Stadion Siap untuk Piala Dunia U-20 https://t.co/MDawUwkWhn",0.3612,Positif
Kita patut berbangga karena ini pertama kalinya Indonesia menjadi tuan rumah Piala Dunia U-20. Semangat dengan sepak bola kota dan tetap aman #IndonesiaSiapU20 https://t.co/UZewbIIOKz,0.8481,Positif
"Ada juga rencana pembukaan dan penutupan Piala Dunia U-20. Namun, semuanya masih dalam pembahasan. Itu sebabnya PSSI berkomunikasi sangat intens dengan FIFA.
Tuan rumah #IndonesiaSiapU20",0.0,Netral
"Panitia Penyelenggara Piala Dunia U-20 Indonesia (INAFOC) merencanakan pembukaan Piala Dunia U-20 2023 yang meriah. Wishnutama ditunjuk sebagai penanggung jawab.

Hal ini sudah diberitakan di media nasional lho Tweeps.
#IndonesiaSiapU20 menjadi tuan rumah",0.4588,Positif
"Usai pengundian nanti, akan digelar penggeledahan piala yang menjadi momen bagi masyarakat untuk berinteraksi langsung dengan trofi juara Piala Dunia U-20 2023.
Tuan rumah #IndonesiaSiapU20",0.4404,Positif
"Sebagai negara tuan rumah Piala Dunia U-20 FIFA, kita juga harus tahu logo Piala Dunia U-20 #IndonesiaSiapU20 https://t.co/EGaesisa88",0.0,Netral
