Hasil,Nilai,Sentimen,Compound_Score,Sentiments
ajang piala asia pssi menyukseskan perhelatan piala indonesia tuan rumah tersorot terkait kesiapan,1,positif,0.6908,Positif
bahaya laten buruknya amp busuknya mengelola liga amp liga remaja masyarakat berdebat tc jangka digagas sty persiapan opening amp closing ceromony piala aneh tuan rumah piala liga,1,positif,-0.9201,Negatif
final piala digelar solo gibran solo sukses tuan rumah beritajogja jogja jogjaistimewa,0,netral,0,Netral
stadion manahan solo tuan rumah final piala,0,netral,0,Netral
cocok mboten lur kotasolo terpilih tuan rumah final piala mantan menteri parekraf konsep upacara penutupan solo wali kota solo ditemui wartawan balai kota solo,0,netral,0,Netral
kacau bali tuan rumah piala pemprov bicara msn,0,netral,-0.5719,Negatif
kacau bali tuan rumah piala pemprov bicara msn,1,positif,-0.5719,Negatif
tersisa waktu persiapan indonesia tuan rumah piala beritajogja jogja jogjaistimewa,1,positif,0.4019,Positif
tuan rumah indonesia gelar event gelaran piala fifa,1,positif,0,Netral
tuan rumah piala stadion indonesia stadion pialadunia,1,positif,0,Netral
saudara laki-laki piala tuan rumah piala pengen hasil terbaiklah juara lolos group bersyukur tim piala target persija musim juara mesti panik deh,1,positif,0.9169,Positif
janji pengobat telinga mengejar proyek piala tuan rumah,1,positif,0.3182,Positif
direktur turnamen fifa jaime yarza memuji indonesia jelang pildun mei juni hitung mundur piala tepatnya kamis yarza menyebut indonesia tuan rumah piala,-1,negatif,0.5267,Positif
indonesia tuan rumah piala negara lolos negara cek daftarnya,1,positif,0,Netral
pssi menggelar acara countdown piala piala stadion indonesia momen bersejarah indonesia kalinya tuan rumah pesta sepakbola,1,positif,0.4019,Positif
mei juni indonesia tuan rumah piala pssi kemenpora mengadakan acara hitung mundur gelaran stadion utama gelora karno,1,positif,0,Netral
pssi masyarakat indonesia meniru qatar tuan rumah piala,1,positif,0,Netral
menghadapi laga piala menteri pemuda olahraga zainudin amali harapkan dukungan publik indonesia tuan rumah ternatepagiini,1,positif,0.6705,Positif
pssi menilai waktu masyarakat mensukseskan hajatan indonesia tuan rumah piala,1,positif,0.4215,Positif
argentina portugal lawan uji coba timnas indonesia timnas indonesia tampil piala tim tuan rumah tampil piala timnas indonesia diharapkan unjuk gigi,1,positif,0,Netral
tolong sadar tuan rumah piala wasitnya bikin malu onside no offside pssi,1,positif,-0.3612,Negatif
shin tae yong mengaku mendesak liga berjalan berkaitan persiapan timnas indonesia indonesia tuan rumah piala amp diharapkan hasil terbaik ajang,1,positif,0.802,Positif
shin tae yong mengaku mendesak liga berjalan berkaitan persiapan timnas indonesia indonesia tuan rumah piala amp diharapkan hasil terbaik ajang,1,positif,0.802,Positif
udah tuan rumah piala kompetisinya usia muda dijalanin emang bobrok federasinya,1,positif,0,Netral
pastinya indonesia keren dipercaya tuan rumah piala,0,netral,0.6597,Positif
kebanggaan tuan rumah piala ayoo indonesia,0,netral,0.34,Positif
siapkah indonesia tuan rumah piala,0,netral,0.3612,Positif
indonesia tuan rumah piala fifa keren,0,netral,0.3182,Positif
tuan rumah piala fifa,1,positif,0,Netral
indonesia tuan rumah piala malaysia iri,1,positif,-0.4588,Negatif
indonesia tuan rumah piala fifa persiapan digeber venue kota dipakai dipoles menyambut negara peserta,1,positif,0.4588,Positif
tim lolos piala indonesia indonesia tuan rumah uefa inggris perancis italia slovakia israel concacaf amerika serikat republik dominika guatemala honduras conmebol brazil uruguay ofc fiji selandia,1,positif,0,Netral
tuan rumah presiden jokowi hasil membanggakan piala muluk muluk skuad asuhan shin tae yong diharapkan lolos fase grup,1,positif,0.4767,Positif
tuan rumah presiden jokowi hasil membanggakan piala muluk muluk skuad asuhan shin tae yong diharapkan lolos fase grup,1,positif,0.4767,Positif
fifa intens pantau kesiapan indonesia tuan rumah piala olahrag fifa baca selengkapnya baca selengkapnya,-1,negatif,0.3102,Positif
keistimewaan fifa indonesia tuan rumah piala,1,positif,0,Netral
fifa hak istimewa indonesia tuan rumah piala fifa izin indonesia menggelar upacara pembukaan penutupan pembukaan digelar stadion gelora karno timnasional,1,positif,0.3612,Positif
kesuksesan piala modal indonesia ajukan tuan rumah piala,1,positif,0.5719,Positif
kesuksesan piala modal indonesia ajukan tuan rumah piala,1,positif,0.5719,Positif
kesuksesan piala modal indonesia ajukan tuan rumah piala,1,positif,0.5719,Positif
kesuksesan piala modal indonesia ajukan tuan rumah piala,1,positif,0.5719,Positif
timnas indonesia gagal piala aff lolos piala tuan rumah,1,positif,-0.5106,Negatif
tuan rumah piala indonesia perlakuan spesial fifa,1,positif,0.4019,Positif
tuan rumah piala indonesia diperlakukan spesial langitid cahayamenujukebaikan,1,positif,0.6908,Positif
indonesia tuan rumah piala enam stadion lokasi pertandingan,1,positif,0,Netral
indonesia tuan rumah piala menteri pupr mengungkapkn stadion digunakn pemerintah melakukn revitalisasi thp stadion proses revitalisasi sdh amp digunakn trmasuk venue latihan jokowi gas pol infrastruktur,1,positif,0,Netral
tc timnas piala kerena tuan rumah,0,netral,0,Netral
harap kerjasama membawa dampak peningkatan ekonomi terbukanya lapangan meningkatkan kesiapan indonesia tuan rumah piala fifa,0,netral,0.5994,Positif
piala tuan rumah,0,netral,0,Netral
status indonesia tuan rumah piala nasib liga mulus klub liga berinisiatif acara pss persis sepakbola worldcup indosport,0,netral,0,Netral
indonesia tuan rumah piala revitalisasi stadion piala,1,positif,0,Netral
perhatian presiden fifa tuan rumah piala tahun momentum perbaiki sepak bola,1,positif,0,Netral
tuan rumah piala momentum perbaikan sepak bola indonesia,1,positif,0.4588,Positif
tuan rumah piala momentum perbaikan sepak bola indonesia,1,positif,0.4588,Positif
indonesia gak maju calon kandidat tuan rumah piala asia piala sanggup hmmmm arabsaudi pialaasia indonesia sepakbola indosport,1,positif,-0.1877,Negatif
tuan rumah piala momentum perbaikan sepak bola indonesia,1,positif,0.4588,Positif
tuan rumah piala momentum perbaikan sepak bola indonesia,-1,negatif,0.4588,Positif
kongres pssi sukseskan indonesia tuan rumah piala,1,positif,0.4215,Positif
indonesia tuan rumah piala bunuh train to busan rasya shafaa dino yettocomeincinemas daesung guru,1,positif,-0.6908,Negatif
piala indonesia bangga bertanding piala hy jatah tuan rumah belajar fifa kemampuan prestasi sepak bola indonesia,1,positif,0.6597,Positif
menteri pemuda olahraga menpora zainudin amali mengungkap tanggal pengundian grup piala indonesia tuan rumah turnamen bergengsi piala,1,positif,0,Netral
menteri pemuda olahraga menpora zainudin amali mengungkap tanggal pengundian grup piala indonesia tuan rumah turnamen bergengsi piala,1,positif,0,Netral
laga liga tuan rumah piala,1,positif,0,Netral
manajemen amburadul zamannya nurdin nyolot bicara dipercaya tuan rumah piala ratu tisha destria professional pssinya,1,positif,-0.2732,Negatif
rusuh tuan rumah piala,1,positif,-0.4939,Negatif
ngene arep ddi tuan rumah piala,1,positif,0,Netral
selamat tuan rumah piala antah berantah,1,positif,0.5267,Positif
menpora indonesia tuan rumah piala,1,positif,0,Netral
persiapan solo tuan rumah piala,0,netral,0,Netral
keuntungan indonesia tuan rumah piala menpora zainudin amali viral bola,0,netral,0.25,Positif
persiapan solo tuan rumah piala,0,netral,0,Netral
persiapan solo tuan rumah piala news bengkulu,0,netral,0,Netral
persiapan solo tuan rumah piala,1,positif,0,Netral
persiapan solo tuan rumah piala,1,positif,0,Netral
keuntungan indonesia tuan rumah piala menpora zainudin amali,1,positif,0.25,Positif
menpora zainudin amali update persiapan indonesia tuan rumah piala,1,positif,0,Netral
keuntungan indonesia tuan rumah piala piala digelar indonesia memperkenalkan perkembangan lingkungan sepakbola indonesia simak berita menarik klik link pialadunia indonesia,1,positif,0.5719,Positif
kota solo tuan rumah gelaran piala persiapan menyambut pesta bola stadion direnovasi daftarnya,1,positif,0.4019,Positif
dampak positif indonesia tuan rumah piala,-1,negatif,0.5574,Positif
keuntungan indonesia tuan rumah piala,1,positif,0.25,Positif
indonesia keuntungan tuan rumah ajang piala pialadunia,1,positif,0.25,Positif
fakta terbaru kesiapan indonesia tuan rumah piala,1,positif,0.25,Positif
tuan rumah piala indonesia menang,1,positif,0.5719,Positif
sambut piala tuan rumah ramah tunjukkan indonesia presiden pembukaan piala meriah pialaduniaindonesia garudajuara kitabisa,1,positif,0.8481,Positif
indonesia mengajukan tuan rumah olimpiade disitu sirkuit mandalika dibangun menggelar wsbk motogp berjalan memuaskan disusul piala mei esok piala basket,1,positif,0.3818,Positif
sekedar tuan rumah piala tahun jaga kondusifitas negara presiden,1,positif,0,Netral
perhelatan sepakbola piala digelar indonesia mei negara berkesempatan tuan rumah,1,positif,0.4215,Positif
tahun tahun persepakbolaan indonesia negara tuan rumah piala indonesia pialadunia sepakbola tuanrumah persiapan stadion fifa infrastruktur investasi wisatawan,1,positif,0,Netral
indonesia tuan rumah piala,1,positif,0,Netral
bandung salah kota tuan rumah penyelenggaraan piala palembang jakarta solo surabaya bali loh detikers daftar venue latihan via,1,positif,-0.4767,Negatif
ayo biar kasih terbaik pas tuan rumah piala tahun,0,netral,0.6369,Positif
breaking sty melatih timnas indonesia indonesia takkan berpisah liburan singkat februari tampil piala indonesia berstatus tuan rumah shin tae yong goodluck coach,0,netral,0.4019,Positif
breaking sty melatih timnas indonesia indonesia takkan berpisah liburan singkat februari tampil piala indonesia berstatus tuan rumah shin tae yong goodluck coach,0,netral,0.4019,Positif
piala asia tuan rumah piala,0,netral,0,Netral
perjuangan sekjen menjadikan indonesia tuan rumah piala tahun bule singkirin,1,positif,-0.3182,Negatif
menyelamatkan wajah iwan bule ketum pssi penunjukan indonesia tuan rumah piala penunjukan tae yong pelatih timnas berkat negosiasi lobi bu tisha,1,positif,0.7003,Positif
ratu tisha sty gabakal pelatih timnas terpilih tuan rumah piala,1,positif,0,Netral
milih sty salah peran doi urusan bidding tuan rumah piala,1,positif,-0.4588,Negatif
ironi sepak bola indonesia tuan rumah piala liga,1,positif,-0.0516,Negatif
ironi sepak bola indonesia tuan rumah piala liga domestik bergulir,1,positif,-0.0516,Negatif
tuan rumah piala federasinya keren tercengang,-1,negatif,0.5994,Positif
ironi sepak bola indonesia tuan rumah piala liga domestik bergulir via mmansion mmansionindo mindo mlaliga,1,positif,-0.0516,Negatif
tuan rumah piala boss senggol federasi lawak,1,positif,0,Netral
sepakbola indonesia maju timnasnya maju mengurus liga ngak becus gini tuan rumah piala kualitas federasinya tai,1,positif,-0.5448,Negatif
fokus tuan rumah piala timnas kalah nyalahin pelatih or pemain coba intropeksi liga pengurus internal didalamnya pondasi kemajuan sepak bola negeri mimpinya tinggi liga aja terhenti,1,positif,-0.2263,Negatif
liga degradasi liga diberhentikan clue negara calon tuan rumah piala,1,positif,0,Netral
indonesia tuan rumah piala mengurus sepakbola negerinya,1,positif,0.4939,Positif
negara tuan rumah piala wkwkwkwk,1,positif,0,Netral
jgn gini gini tuan rumah piala,1,positif,-0.2755,Negatif
liga dihentikan gak promosi gak degradasi timnas gagal alesannya kompetisi gini kompetisi tuan rumah piala anyink,1,positif,-0.461,Negatif
semoga hak tuan rumah piala dicabut amin,1,positif,0.4404,Positif
persiapan piala menpora gelar rakor kepala daerah calon tuan rumah,1,positif,0,Netral
persiapan piala menpora gelar rakor kepala daerah calon tuan rumah,0,netral,0,Netral
persiapan piala menpora gelar rakor kepala daerah calon tuan rumah,0,netral,0,Netral
menteri pemuda olahraga republik indonesia zainudin amali kesuksesan piala modal indonesia tuan rumah piala tim sepak bola senior,0,netral,0.5719,Positif
persiapan piala menpora gelar rakor kepala daerah calon tuan rumah,0,netral,0,Netral
tim perwakilan federation internationale adik football association fifa pengecekan stadion manahan solo jawa tengah rabu pengecekan salah persiapan indonesia tuan rumah piala,1,positif,-0.4767,Negatif
ketua umum pssi mochamad iriawan menaruh harapan tim pasalnya piala asia batu pijakan indonesia tuan rumah piala,1,positif,0.4215,Positif
persis solo resmi memilih stadion maguwoharjo sleman kandang keputusan diambil persis solo stadion manahan menjalani proses penyempurnaan perbaikan persiapan tuan rumah piala solopos,1,positif,0,Netral
dilansir solopos keputusan diambil persis solo stadion manahan menjalani proses penyempurnaan perbaikan persiapan tuan rumah piala,1,positif,0.7351,Positif
nitip jadwal kalender timnas indonesia maret piala asia maret fifa matchday mei sea games kamboja mei juni piala tuan rumah juni fifa matchday jadwal nyusul piala asia styout malaysiaopen,1,positif,0,Netral
solo tuan rumah perhelatan piala mei juni persiapan pemkot solo merenovasi lapangan publisherstory bengawannews,1,positif,0,Netral
tuan rumah piala,-1,negatif,0,Netral
coreo dibuang kreativitas dimatikan jalan stadion tembak gas air selamat calon tuan rumah piala,1,positif,0.2263,Positif
tuan rumah piala kaya gini kelakuannya,1,positif,0.3612,Positif
chaos tuan rumah piala,1,positif,-0.5719,Negatif
protes saudara laki-laki perihal situasi keamanan indonesia kelak tuan rumah piala,1,positif,0.128,Positif
pelatih vietnam park hang seo mengeluhkan waktu kick off melawan timnas indonesia semifinal piala aff buntut sepak sore park hang seo kesiapan indonesia tuan rumah piala tanggapan,1,positif,-0.1779,Negatif
park hang seo bosan jadwal indonesia vs indonesia diubah sindir kelayakan tuan rumah piala,1,positif,-0.2732,Negatif
berbicara keamanan indonesia tuan rumah piala pikir solusi mengatasinya park kumparanbola,1,positif,0.5719,Positif
tahun tahun sibuk indonesia bidang olahraga tahun indonesia tuan rumah pagelaran piala stadion indonesia,1,positif,0,Netral
tinggal poles stadion dipakai piala maksimalkan sukseskan biar batu loncatan piala sesungguhnya indonesia luas mumpuni tuan rumah berbagi,1,positif,0.8176,Positif
tolol taun tuan rumah piala,1,positif,-0.5267,Negatif
harapan persis solo tahun eksis liga tuan rumah piala,1,positif,0.4404,Positif
indonesia tuan rumah piala asia piala standar stadion mikir,0,netral,0,Netral
selamat tahun tahun tahun bersejarah warga solo raya salah kota tuan rumah host cities piala tahun,0,netral,0.5719,Positif
kayak gini modelan calon tuan rumah piala,0,netral,0,Netral
zainudin amali sukses indonesia tuan rumah piala airlanggahartarto airlanggapemersatu airlanggauntukindonesia partaigolkar golkarpedia golkarsolid airlanggapresiden,0,netral,0.5719,Positif
calon tuan rumah piala,1,positif,0,Netral
tae thailand diketawain kelakuan suporter model kaya gini pen tuan rumah piala kelakuan suporter tolol kaya ginj,1,positif,0.5267,Positif
tuan rumah piala lhoo,1,positif,0,Netral
aff home away deh piala tuan rumah indonesia kayak sia usaha tuan rumah kelakuan suporternya edisi nonton bola tarkam,1,positif,0.6597,Positif
kaya gini tuan rumah piala aff uang gengsinya gini allah kasian negara partisipasi sumpah supporternya sdm rendah akomodasi lambat infrastruktur seadanya lapangan uang bagus kecuali jis uang proper,1,positif,0.8349,Positif
pekerjaan rumah diselesaikan pemangku kebijakan sepakbola nasional lupa indonesia tuan rumah piala,1,positif,0,Netral
mimpinya tuan rumah piala sikapnya malu negara woy nyalahin aparat bertindak represif tragedi waktu sepenuhnya menyalahkan aparat buktinya,-1,negatif,-0.8977,Negatif
